Si,Mn,Cu,Ni,Cr,Mo,Mg
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
1.5,0.12,0.09,0.04,0.021,0.009,0.0009
